TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,
,,,,,,,PEAK 1,,,,,,,,,,PEAK 1 CONFIRMINGS,,
dTMP M8,XIC,C10H14N2O14,Metabolomics,,ESI,5000,,329.07613,M-H,-,1,16.5,60,,40,,,321.04933,0
dTMP M9,XIC,C10H14N2O15,Metabolomics,,ESI,5000,,330.07948,M-H,-,1,16.5,60,,40,,,321.04933,0
dTMP M10,XIC,C10H14N2O16,Metabolomics,,ESI,5000,,331.08283,M-H,-,1,16.5,60,,40,,,321.04933,0
dTTP M0,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,480.98199,M-H,-,1,22.8,120,,40,,,,
dTTP M1,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,481.98534,M-H,-,1,22.8,120,,40,,,480.98199,0
dTTP M10,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,491.01549,M-H,-,1,22.8,120,,40,,,480.98199,0
dTTP M2,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,482.98869,M-H,-,1,22.8,120,,40,,,480.98199,0
dTTP M3,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,483.99204,M-H,-,1,22.8,120,,40,,,480.98199,0
dTTP M4,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,484.99539,M-H,-,1,22.8,120,,40,,,480.98199,0
dTTP M5,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,485.99874,M-H,-,1,22.8,120,,40,,,480.98199,0
dTTP M6,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,487.00209,M-H,-,1,22.8,120,,40,,,480.98199,0
dTTP M7,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,488.00544,M-H,-,1,22.8,120,,40,,,480.98199,0
dTTP M8,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,489.00879,M-H,-,1,22.8,120,,40,,,480.98199,0
dTTP M9,XIC,C10H17N2O14P3,Metabolomics,,ESI,5000,,490.01214,M-H,-,1,22.8,120,,40,,,480.98199,0
dU M0,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,227.06734,M-H,-,1,3.9,60,,40,,,,
dU M1,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,228.07069,M-H,-,1,3.9,60,,40,,,227.06734,0
dU M2,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,229.07404,M-H,-,1,3.9,60,,40,,,227.06734,0
dU M3,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,230.07739,M-H,-,1,3.9,60,,40,,,227.06734,0
dU M4,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,231.08074,M-H,-,1,3.9,60,,40,,,227.06734,0
dU M5,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,232.08409,M-H,-,1,3.9,60,,40,,,227.06734,0
dU M6,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,233.08744,M-H,-,1,3.9,60,,40,,,227.06734,0
dU M7,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,234.09079,M-H,-,1,3.9,60,,40,,,227.06734,0
dU M8,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,235.09414,M-H,-,1,3.9,60,,40,,,227.06734,0
dU M9,XIC,C9H12N2O5,Metabolomics,,ESI,5000,,236.09749,M-H,-,1,3.9,60,,40,,,227.06734,0
dUTP M0,XIC,C9H15N2O14P3,Metabolomics,,ESI,5000,,466.96634,M-H,-,1,23.2,60,,40,,,,
dUTP M1,XIC,C9H15N2O14P4,Metabolomics,,ESI,5000,,467.96969,M-H,-,1,23.2,60,,40,,,466.96634,0
dUTP M2,XIC,C9H15N2O14P5,Metabolomics,,ESI,5000,,468.97304,M-H,-,1,23.2,60,,40,,,466.96634,0
dUTP M3,XIC,C9H15N2O14P6,Metabolomics,,ESI,5000,,469.97639,M-H,-,1,23.2,60,,40,,,466.96634,0
dUTP M4,XIC,C9H15N2O14P7,Metabolomics,,ESI,5000,,470.97974,M-H,-,1,23.2,60,,40,,,466.96634,0
dUTP M5,XIC,C9H15N2O14P8,Metabolomics,,ESI,5000,,471.98309,M-H,-,1,23.2,60,,40,,,466.96634,0
dUTP M6,XIC,C9H15N2O14P9,Metabolomics,,ESI,5000,,472.98644,M-H,-,1,23.2,60,,40,,,466.96634,0
dUTP M7,XIC,C9H15N2O14P10,Metabolomics,,ESI,5000,,473.98979,M-H,-,1,23.2,60,,40,,,466.96634,0
dUTP M8,XIC,C9H15N2O14P11,Metabolomics,,ESI,5000,,474.99314,M-H,-,1,23.2,60,,40,,,466.96634,0
dUTP M9,XIC,C9H15N2O14P12,Metabolomics,,ESI,5000,,475.99649,M-H,-,1,23.2,60,,40,,,466.96634,0
EDTA M0,XIC,C10H16N2O8,Metabolomics,,ESI,5000,,293.09794,M+H,+,1,19.36,60,,40,,,291.08339,0
ENO 33-50 heavy,XIC,,Proteomics,,None,5000,,906.48418,M+,+,2,0,30,,40,,,,
ENO 33-50 light,XIC,,Proteomics,,None,5000,,902.9756,M+,+,2,0,30,,40,,,,
ENO 33-50pY44 heavy,XIC,,Proteomics,,None,5000,,946.46738,M+,+,2,0,30,,40,,,,
ENO 33-50pY44 light,XIC,,Proteomics,,None,5000,,942.9588,M+,+,2,0,30,,40,,,,
Ephedrine M0,XIC,C10H15NO,Metabolomics,,ESI,5000,,166.12264,M+H,+,1,3.15,60,,40,,,,
Erlotinib M0,XIC,C22H23N3O4,Metabolomics,,ESI,5000,,394.17613,M+H,+,1,1.5,60,,40,,,392.16158,0
Farnesyl pyrophosphate M0,XIC,C15H28O7P2,Metabolomics,,ESI,5000,,381.12375,M-H,-,1,11.73,60,,40,,,,
Farnesyl phosphate M0,XIC,C15H28O4P,Metabolomics,,ESI,5000,,302.16524,M-H,-,1,11.73,60,,40,,,,
Folic Acid (Vitamin B9) M0,XIC,C19H19N7O6,Metabolomics,,ESI,5000,,440.1324,M-H,-,1,18.4,60,,40,,,,
Fructose M0,XIC,C6H12O6,Metabolomics,,ESI,5000,,179.05611,M-H,-,1,5.4,45,,40,,,,
Fructose M1,XIC,C6H12O6,Metabolomics,,ESI,5000,,180.05946,M-H,-,1,5.4,45,,40,,,179.05611,0
Fructose M2,XIC,C6H12O6,Metabolomics,,ESI,5000,,181.06281,M-H,-,1,5.4,45,,40,,,179.05611,0
Fructose M3,XIC,C6H12O6,Metabolomics,,ESI,5000,,182.06616,M-H,-,1,5.4,45,,40,,,179.05611,0
Fructose M4,XIC,C6H12O6,Metabolomics,,ESI,5000,,183.06951,M-H,-,1,5.4,45,,40,,,179.05611,0
Fructose M5,XIC,C6H12O6,Metabolomics,,ESI,5000,,184.07286,M-H,-,1,5.4,45,,40,,,179.05611,0
Fructose M6,XIC,C6H12O6,Metabolomics,,ESI,5000,,185.07621,M-H,-,1,5.4,45,,40,,,179.05611,0
"Fructose-1,6-bisphosphate M0",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,338.98877,M-H,-,1,19,60,,40,,,,
"Fructose-1,6-bisphosphate M1",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,339.99212,M-H,-,1,19,60,,40,,,338.98877,0
"Fructose-1,6-bisphosphate M2",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,340.99547,M-H,-,1,19,60,,40,,,338.98877,0
"Fructose-1,6-bisphosphate M3",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,341.99882,M-H,-,1,19,60,,40,,,338.98877,0
"Fructose-1,6-bisphosphate M4",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,343.00217,M-H,-,1,19,60,,40,,,338.98877,0
"Fructose-1,6-bisphosphate M5",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,344.00552,M-H,-,1,19,60,,40,,,338.98877,0
"Fructose-1,6-bisphosphate M6",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,345.00887,M-H,-,1,19,60,,40,,,338.98877,0
Fructose-6-phosphate M0,XIC,C6H13O9P,Metabolomics,,ESI,5000,,259.02244,M-H,-,1,14.22,60,,40,,,,
Fructose-6-phosphate M1,XIC,C6H13O9P,Metabolomics,,ESI,5000,,260.02579,M-H,-,1,14.22,60,,40,,,259.02244,0
Fructose-6-phosphate M2,XIC,C6H13O9P,Metabolomics,,ESI,5000,,261.02914,M-H,-,1,14.22,60,,40,,,259.02244,0
Fructose-6-phosphate M3,XIC,C6H13O9P,Metabolomics,,ESI,5000,,262.03249,M-H,-,1,14.22,60,,40,,,259.02244,0
Fructose-6-phosphate M4,XIC,C6H13O9P,Metabolomics,,ESI,5000,,263.03584,M-H,-,1,14.22,60,,40,,,259.02244,0
Fructose-6-phosphate M5,XIC,C6H13O9P,Metabolomics,,ESI,5000,,264.03919,M-H,-,1,14.22,60,,40,,,259.02244,0
Fructose-6-phosphate M6,XIC,C6H13O9P,Metabolomics,,ESI,5000,,265.04254,M-H,-,1,14.22,60,,40,,,259.02244,0
Fumarate M0,XIC,C4H4O4,Metabolomics,,ESI,5000,,115.00368,M-H,-,1,16.61,60,,40,,,,
Fumarate M1,XIC,C4H4O4,Metabolomics,,ESI,5000,,116.00703,M-H,-,1,16.61,60,,40,,,115.00368,0
Fumarate M2,XIC,C4H4O4,Metabolomics,,ESI,5000,,117.01038,M-H,-,1,16.61,60,,40,,,115.00368,0
Fumarate M3,XIC,C4H4O4,Metabolomics,,ESI,5000,,118.01373,M-H,-,1,16.61,60,,40,,,115.00368,0
Fumarate M4,XIC,C4H4O4,Metabolomics,,ESI,5000,,119.01708,M-H,-,1,16.61,60,,40,,,115.00368,0
G M0,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,284.09895,M+H,+,1,7.7,30,,40,,,,
G M1,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,285.1023,M+H,+,1,7.7,30,,40,,,284.09895,0
G M10,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,294.13245,M+H,+,1,7.7,30,,40,,,284.09895,0
G M2,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,286.10565,M+H,+,1,7.7,30,,40,,,284.09895,0
G M3,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,287.109,M+H,+,1,7.7,30,,40,,,284.09895,0
G M4,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,288.11235,M+H,+,1,7.7,30,,40,,,284.09895,0
G M5,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,289.1157,M+H,+,1,7.7,30,,40,,,284.09895,0
G M6,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,290.11905,M+H,+,1,7.7,30,,40,,,284.09895,0
G M7,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,291.1224,M+H,+,1,7.7,30,,40,,,284.09895,0
G M8,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,292.12575,M+H,+,1,7.7,30,,40,,,284.09895,0
G M9,XIC,C10H13N5O5,Metabolomics,,ESI,5000,,293.1291,M+H,+,1,7.7,30,,40,,,284.09895,0
GABA M0,XIC,C4H9NO2,Metabolomics,,ESI,5000,,104.0706,M+H,+,1,8.9,60,,40,,,,
GABA M1,XIC,C4H9NO3,Metabolomics,,ESI,5000,,105.07395,M+H,+,1,8.9,60,,40,,,102.056,0
GABA M2,XIC,C4H9NO4,Metabolomics,,ESI,5000,,106.0773,M+H,+,1,8.9,60,,40,,,102.056,0
GABA M3,XIC,C4H9NO5,Metabolomics,,ESI,5000,,107.08065,M+H,+,1,8.9,60,,40,,,102.056,0
GABA M4,XIC,C4H9NO6,Metabolomics,,ESI,5000,,108.084,M+H,+,1,8.9,60,,40,,,102.056,0
GDP M0,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,442.01705,M-H,-,1,22,240,,40,,,,
GDP M1,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,443.0204,M-H,-,1,22,240,,40,,,442.01705,0
GDP M2,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,444.02375,M-H,-,1,22,240,,40,,,442.01705,0
GDP M3,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,445.0271,M-H,-,1,22,240,,40,,,442.01705,0
GDP M4,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,446.03045,M-H,-,1,22,240,,40,,,442.01705,0
GDP M5,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,447.0338,M-H,-,1,22,240,,40,,,442.01705,0
GDP M6,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,448.03715,M-H,-,1,22,240,,40,,,442.01705,0
GDP M7,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,449.0405,M-H,-,1,22,240,,40,,,442.01705,0
GDP M8,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,450.04385,M-H,-,1,22,240,,40,,,442.01705,0
GDP M9,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,451.0472,M-H,-,1,22,240,,40,,,442.01705,0
GDP M10,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,452.05055,M-H,-,1,22,240,,40,,,442.01705,0
GDP N1,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,443.01409,M-H,-,1,22,240,,40,,,442.01705,0
GDP N2,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,444.01113,M-H,-,1,22,240,,40,,,442.01705,0
GDP N3,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,445.00817,M-H,-,1,22,240,,40,,,442.01705,0
GDP N4,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,446.00521,M-H,-,1,22,240,,40,,,442.01705,0
GDP N5,XIC,C10H15N5O11P2,Metabolomics,,ESI,5000,,447.00225,M-H,-,1,22,240,,40,,,442.01705,0
GDP-d-mannose M0,XIC,C16H25N5O16P2,Metabolomics,,ESI,5000,,604.06988,M-H,-,1,16.6,60,,40,,,,
GDP-d-mannose M1,XIC,C16H25N5O16P3,Metabolomics,,ESI,5000,,605.07323,M-H,-,1,16.6,60,,40,,,604.06988,0
GDP-d-mannose M2,XIC,C16H25N5O16P4,Metabolomics,,ESI,5000,,606.07658,M-H,-,1,16.6,60,,40,,,604.06988,0
GDP-d-mannose M3,XIC,C16H25N5O16P5,Metabolomics,,ESI,5000,,607.07993,M-H,-,1,16.6,60,,40,,,604.06988,0
GDP-d-mannose M4,XIC,C16H25N5O16P6,Metabolomics,,ESI,5000,,608.08328,M-H,-,1,16.6,60,,40,,,604.06988,0
GDP-d-mannose M5,XIC,C16H25N5O16P7,Metabolomics,,ESI,5000,,609.08663,M-H,-,1,16.6,60,,40,,,604.06988,0
GDP-d-mannose M6,XIC,C16H25N5O16P8,Metabolomics,,ESI,5000,,610.08998,M-H,-,1,16.6,60,,40,,,604.06988,0
GDP-d-mannose M7,XIC,C16H25N5O16P9,Metabolomics,,ESI,5000,,611.09333,M-H,-,1,16.6,60,,40,,,604.06988,0
GlcNAc M0,XIC,C8H15NO6,Metabolomics,,ESI,5000,,222.09721,M+H,+,1,5.3,60,,40,,,204.08624,0
GlcNAc N1,XIC,C8H15NO7,Metabolomics,,ESI,5000,,223.09424,M+H,+,1,5.3,60,,40,,,204.08624,0
GlcNAc M1,XIC,C8H15NO6,Metabolomics,,ESI,5000,,223.10056,M+H,+,1,5.3,60,,40,,,222.09721,0
GlcNAc M2,XIC,C8H15NO6,Metabolomics,,ESI,5000,,224.10391,M+H,+,1,5.3,60,,40,,,222.09721,0
GlcNAc M3,XIC,C8H15NO6,Metabolomics,,ESI,5000,,225.10726,M+H,+,1,5.3,60,,40,,,222.09721,0
GlcNAc M4,XIC,C8H15NO6,Metabolomics,,ESI,5000,,226.11061,M+H,+,1,5.3,60,,40,,,222.09721,0
GlcNAc M5,XIC,C8H15NO6,Metabolomics,,ESI,5000,,227.11396,M+H,+,1,5.3,60,,40,,,222.09721,0
GlcNAc M6,XIC,C8H15NO6,Metabolomics,,ESI,5000,,228.11731,M+H,+,1,5.3,60,,40,,,222.09721,0
GlcNAc M7,XIC,C8H15NO6,Metabolomics,,ESI,5000,,229.6066,M+H,+,1,5.3,60,,40,,,222.09721,0
GlcNAc M8,XIC,C8H15NO6,Metabolomics,,ESI,5000,,230.12401,M+H,+,1,5.3,60,,40,,,222.09721,0
GlcNAc-6-phosphate M0,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,300.04899,M-H,-,1,14,60,,40,,,,
GlcNAc-6-phosphate N1,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,301.04602,M-H,-,1,14,60,,40,,,,
GlcNAc-6-phosphate M1,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,301.05234,M-H,-,1,14,60,,40,,,300.04899,0
GlcNAc-6-phosphate M2,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,302.05569,M-H,-,1,14,60,,40,,,300.04899,0
GlcNAc-6-phosphate M3,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,303.05904,M-H,-,1,14,60,,40,,,300.04899,0
GlcNAc-6-phosphate M4,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,304.06239,M-H,-,1,14,60,,40,,,300.04899,0
GlcNAc-6-phosphate M5,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,305.06574,M-H,-,1,14,60,,40,,,300.04899,0
GlcNAc-6-phosphate M6,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,306.06909,M-H,-,1,14,60,,40,,,300.04899,0
GlcNAc-6-phosphate M7,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,307.07244,M-H,-,1,14,60,,40,,,300.04899,0
GlcNAc-6-phosphate M8,XIC,C8H16NO9P,Metabolomics,,ESI,5000,,308.07579,M-H,-,1,14,60,,40,,,300.04899,0
Gluconic acid M0,XIC,C6H12O7,Metabolomics,,ESI,5000,,195.05103,M-H,-,1,12.1,60,,40,,,,
Gluconic acid M1,XIC,C6H12O7,Metabolomics,,ESI,5000,,196.05438,M-H,-,1,12.1,60,,40,,,195.05103,0
Gluconic acid M2,XIC,C6H12O7,Metabolomics,,ESI,5000,,197.05773,M-H,-,1,12.1,60,,40,,,195.05103,0
Gluconic acid M3,XIC,C6H12O7,Metabolomics,,ESI,5000,,198.06108,M-H,-,1,12.1,60,,40,,,195.05103,0
Gluconic acid M4,XIC,C6H12O7,Metabolomics,,ESI,5000,,199.06443,M-H,-,1,12.1,60,,40,,,195.05103,0
Gluconic acid M5,XIC,C6H12O7,Metabolomics,,ESI,5000,,200.06778,M-H,-,1,12.1,60,,40,,,195.05103,0
Gluconic acid M6,XIC,C6H12O7,Metabolomics,,ESI,5000,,201.07113,M-H,-,1,12.1,60,,40,,,195.05103,0
Glucono-d-lactone-6-phosphate M0,XIC,C6H11O9P,Metabolomics,,ESI,5000,,257.00679,M-H,-,1,12.85,60,,40,,,,
Glucono-d-lactone-6-phosphate M1,XIC,C6H11O9P,Metabolomics,,ESI,5000,,258.01014,M-H,-,1,12.85,60,,40,,,257.00679,0
Glucono-d-lactone-6-phosphate M2,XIC,C6H11O9P,Metabolomics,,ESI,5000,,259.01349,M-H,-,1,12.85,60,,40,,,257.00679,0
Glucono-d-lactone-6-phosphate M3,XIC,C6H11O9P,Metabolomics,,ESI,5000,,260.01684,M-H,-,1,12.85,60,,40,,,257.00679,0
Glucono-d-lactone-6-phosphate M4,XIC,C6H11O9P,Metabolomics,,ESI,5000,,261.02019,M-H,-,1,12.85,60,,40,,,257.00679,0
Glucono-d-lactone-6-phosphate M5,XIC,C6H11O9P,Metabolomics,,ESI,5000,,262.02354,M-H,-,1,12.85,60,,40,,,257.00679,0
Glucono-d-lactone-6-phosphate M6,XIC,C6H11O9P,Metabolomics,,ESI,5000,,263.02689,M-H,-,1,12.85,60,,40,,,257.00679,0
Glucosamine M0,XIC,C6H13NO5,Metabolomics,,ESI,5000,,180.08665,M+H,+,1,6.8,60,,40,,,162.0757,0
Glucosamine N1,XIC,C6H13NO6,Metabolomics,,ESI,5000,,181.08368,M+H,+,1,6.8,60,,40,,,162.0757,0
Glucosamine M1,XIC,C6H13NO5,Metabolomics,,ESI,5000,,181.09,M+H,+,1,6.8,60,,40,,,180.08665,0
Glucosamine M2,XIC,C6H13NO5,Metabolomics,,ESI,5000,,182.09335,M+H,+,1,6.8,60,,40,,,180.08665,0
Glucosamine M3,XIC,C6H13NO5,Metabolomics,,ESI,5000,,183.0967,M+H,+,1,6.8,60,,40,,,180.08665,0
Glucosamine M4,XIC,C6H13NO5,Metabolomics,,ESI,5000,,184.10005,M+H,+,1,6.8,60,,40,,,180.08665,0
Glucosamine M5,XIC,C6H13NO5,Metabolomics,,ESI,5000,,185.1034,M+H,+,1,6.8,60,,40,,,180.08665,0
Glucosamine M6,XIC,C6H13NO5,Metabolomics,,ESI,5000,,186.10675,M+H,+,1,6.8,60,,40,,,180.08665,0
Glucosamine-6-phosphate M0,XIC,C6H14NO8P,Metabolomics,,ESI,5000,,258.03843,M-H,-,1,14,60,,40,,,,
Glucosamine-6-phosphate N1,XIC,C6H14NO8P,Metabolomics,,ESI,5000,,259.03546,M-H,-,1,14,60,,40,,,,
Glucosamine-6-phosphate M1,XIC,C6H14NO8P,Metabolomics,,ESI,5000,,259.04178,M-H,-,1,14,60,,40,,,258.03843,0
Glucosamine-6-phosphate M2,XIC,C6H14NO8P,Metabolomics,,ESI,5000,,260.04513,M-H,-,1,14,60,,40,,,258.03843,0
Glucosamine-6-phosphate M3,XIC,C6H14NO8P,Metabolomics,,ESI,5000,,261.04848,M-H,-,1,14,60,,40,,,258.03843,0
Glucosamine-6-phosphate M4,XIC,C6H14NO8P,Metabolomics,,ESI,5000,,262.05183,M-H,-,1,14,60,,40,,,258.03843,0
Glucosamine-6-phosphate M5,XIC,C6H14NO8P,Metabolomics,,ESI,5000,,263.05518,M-H,-,1,14,60,,40,,,258.03843,0
Glucosamine-6-phosphate M6,XIC,C6H14NO8P,Metabolomics,,ESI,5000,,264.05853,M-H,-,1,14,60,,40,,,258.03843,0
Glucose M0,XIC,C6H12O6,Metabolomics,,ESI,5000,,179.05611,M-H,-,1,6.4,60,,40,,,89.02442,0
Glucose M1,XIC,C6H12O6,Metabolomics,,ESI,5000,,180.05946,M-H,-,1,6.4,60,,40,,,179.05611,0
Glucose M2,XIC,C6H12O6,Metabolomics,,ESI,5000,,181.06281,M-H,-,1,6.4,60,,40,,,179.05611,0
Glucose M3,XIC,C6H12O6,Metabolomics,,ESI,5000,,182.06616,M-H,-,1,6.4,60,,40,,,179.05611,0
Glucose M4,XIC,C6H12O6,Metabolomics,,ESI,5000,,183.06951,M-H,-,1,6.4,60,,40,,,179.05611,0
Glucose M5,XIC,C6H12O6,Metabolomics,,ESI,5000,,184.07286,M-H,-,1,6.4,60,,40,,,179.05611,0
Glucose M6,XIC,C6H12O6,Metabolomics,,ESI,5000,,185.07621,M-H,-,1,6.4,60,,40,,,179.05611,0
"Glucose-1,6-bisphosphate M0",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,338.98877,M-H,-,1,22.6,60,,40,,,,
"Glucose-1,6-bisphosphate M1",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,339.99212,M-H,-,1,22.6,60,,40,,,338.98877,0
"Glucose-1,6-bisphosphate M2",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,340.99547,M-H,-,1,22.6,60,,40,,,338.98877,0
"Glucose-1,6-bisphosphate M3",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,341.99882,M-H,-,1,22.6,60,,40,,,338.98877,0
"Glucose-1,6-bisphosphate M4",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,343.00217,M-H,-,1,22.6,60,,40,,,338.98877,0
"Glucose-1,6-bisphosphate M5",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,344.00552,M-H,-,1,22.6,60,,40,,,338.98877,0
"Glucose-1,6-bisphosphate M6",XIC,C6H14O12P2,Metabolomics,,ESI,5000,,345.00887,M-H,-,1,22.6,60,,40,,,338.98877,0
Glucose-6-phosphate M0,XIC,C6H13O9P,Metabolomics,,ESI,5000,,259.02244,M-H,-,1,14,60,,40,,,,
Glucose-6-phosphate M1,XIC,C6H13O9P,Metabolomics,,ESI,5000,,260.02579,M-H,-,1,14,60,,40,,,259.02244,0
Glucose-6-phosphate M2,XIC,C6H13O9P,Metabolomics,,ESI,5000,,261.02914,M-H,-,1,14,60,,40,,,259.02244,0
Glucose-6-phosphate M3,XIC,C6H13O9P,Metabolomics,,ESI,5000,,262.03249,M-H,-,1,14,60,,40,,,259.02244,0
Glucose-6-phosphate M4,XIC,C6H13O9P,Metabolomics,,ESI,5000,,263.03584,M-H,-,1,14,60,,40,,,259.02244,0
Glucose-6-phosphate M5,XIC,C6H13O9P,Metabolomics,,ESI,5000,,264.03919,M-H,-,1,14,60,,40,,,259.02244,0
Glucose-6-phosphate M6,XIC,C6H13O9P,Metabolomics,,ESI,5000,,265.04254,M-H,-,1,14,60,,40,,,259.02244,0
Glucuronic Acid M0,XIC,C6H10O7,Metabolomics,,ESI,5000,,193.03538,M-H,-,1,13,60,,40,,,,
Glucuronic Acid M1,XIC,C6H10O7,Metabolomics,,ESI,5000,,194.03873,M-H,-,1,13,60,,40,,,193.03538,0
Glucuronic Acid M2,XIC,C6H10O7,Metabolomics,,ESI,5000,,195.04208,M-H,-,1,13,60,,40,,,193.03538,0
Glucuronic Acid M3,XIC,C6H10O7,Metabolomics,,ESI,5000,,196.04543,M-H,-,1,13,60,,40,,,193.03538,0
Glucuronic Acid M4,XIC,C6H10O7,Metabolomics,,ESI,5000,,197.04878,M-H,-,1,13,60,,40,,,193.03538,0
Glucuronic Acid M5,XIC,C6H10O7,Metabolomics,,ESI,5000,,198.05213,M-H,-,1,13,60,,40,,,193.03538,0
Glucuronic Acid M6,XIC,C6H10O7,Metabolomics,,ESI,5000,,199.05548,M-H,-,1,13,60,,40,,,193.03538,0
Glutamate M0,XIC,C5H9NO4,Metabolomics,,ESI,5000,,146.04588,M-H,-,1,13.5,60,,40,,,,
Glutamate N1,XIC,C5H9NO5,Metabolomics,,ESI,5000,,147.04291,M-H,-,1,13.5,60,,40,,,,
Glutamate M1,XIC,C5H9NO4,Metabolomics,,ESI,5000,,147.04923,M-H,-,1,13.5,60,,40,,,146.04588,0
Glutamate M2,XIC,C5H9NO4,Metabolomics,,ESI,5000,,148.05258,M-H,-,1,13.5,60,,40,,,146.04588,0
Glutamate M3,XIC,C5H9NO4,Metabolomics,,ESI,5000,,149.05593,M-H,-,1,13.5,60,,40,,,146.04588,0
Glutamate M4,XIC,C5H9NO4,Metabolomics,,ESI,5000,,150.05928,M-H,-,1,13.5,60,,40,,,146.04588,0
Glutamate M5,XIC,C5H9NO4,Metabolomics,,ESI,5000,,151.06263,M-H,-,1,13.5,60,,40,,,146.04588,0
Glutamine M0,XIC,C5H10N2O3,Metabolomics,,ESI,5000,,145.06187,M-H,-,1,8.9,60,,40,,,,
Glutamine N1,XIC,C5H10N2O4,Metabolomics,,ESI,5000,,146.0589,M-H,-,1,8.9,60,,40,,,,
Glutamine N2,XIC,C5H10N2O5,Metabolomics,,ESI,5000,,147.05593,M-H,-,1,8.9,60,,40,,,,
Glutamine M1,XIC,C5H10N2O3,Metabolomics,,ESI,5000,,146.06522,M-H,-,1,8.9,60,,40,,,145.06187,0
Glutamine M2,XIC,C5H10N2O3,Metabolomics,,ESI,5000,,147.06857,M-H,-,1,8.9,60,,40,,,145.06187,0
Glutamine M3,XIC,C5H10N2O3,Metabolomics,,ESI,5000,,148.07192,M-H,-,1,8.9,60,,40,,,145.06187,0
Glutamine M4,XIC,C5H10N2O3,Metabolomics,,ESI,5000,,149.07527,M-H,-,1,8.9,60,,40,,,145.06187,0
Glutamine M5,XIC,C5H10N2O3,Metabolomics,,ESI,5000,,150.07862,M-H,-,1,8.9,60,,40,,,145.06187,0
